input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
2414478,2414451,2414432,2414410,2414388,2414366,2414344,2414322,2414300,2414280,14,3.8
2414451,2414432,2414410,2414388,2414366,2414344,2414322,2414300,2414280,2414256,14,3.8
2414432,2414410,2414388,2414366,2414344,2414322,2414300,2414280,2414256,2414234,14,3.8
2414410,2414388,2414366,2414344,2414322,2414300,2414280,2414256,2414234,2414192,14,3.8
2414388,2414366,2414344,2414322,2414300,2414280,2414256,2414234,2414192,2414170,14,3.8
2414366,2414344,2414322,2414300,2414280,2414256,2414234,2414192,2414170,2414148,14,3.9
2414344,2414322,2414300,2414280,2414256,2414234,2414192,2414170,2414148,2414126,14,4.0
2414322,2414300,2414280,2414256,2414234,2414192,2414170,2414148,2414126,2414104,14,4.0
2414300,2414280,2414256,2414234,2414192,2414170,2414148,2414126,2414104,2414082,14,4.0
2414280,2414256,2414234,2414192,2414170,2414148,2414126,2414104,2414082,2414060,14,4.0
2414256,2414234,2414192,2414170,2414148,2414126,2414104,2414082,2414060,2414038,14,4.0
2414234,2414192,2414170,2414148,2414126,2414104,2414082,2414060,2414038,2414016,14,4.0
2414192,2414170,2414148,2414126,2414104,2414082,2414060,2414038,2414016,2413994,14,4.0
2414170,2414148,2414126,2414104,2414082,2414060,2414038,2414016,2413994,2413969,14,4.0
2414148,2414126,2414104,2414082,2414060,2414038,2414016,2413994,2413969,2413950,14,4.0
2414126,2414104,2414082,2414060,2414038,2414016,2413994,2413969,2413950,2413908,14,4.0
2414104,2414082,2414060,2414038,2414016,2413994,2413969,2413950,2413908,2413886,14,4.0
2414082,2414060,2414038,2414016,2413994,2413969,2413950,2413908,2413886,2413864,14,3.9
2414060,2414038,2414016,2413994,2413969,2413950,2413908,2413886,2413864,2413842,14,3.8
2414038,2414016,2413994,2413969,2413950,2413908,2413886,2413864,2413842,2413820,14,3.7
2414016,2413994,2413969,2413950,2413908,2413886,2413864,2413842,2413820,2413800,14,3.6
2413994,2413969,2413950,2413908,2413886,2413864,2413842,2413820,2413800,2413776,14,3.5
2413969,2413950,2413908,2413886,2413864,2413842,2413820,2413800,2413776,2413754,14,3.4
2413950,2413908,2413886,2413864,2413842,2413820,2413800,2413776,2413754,2413732,14,3.3
2413908,2413886,2413864,2413842,2413820,2413800,2413776,2413754,2413732,2413710,14,3.3
2413886,2413864,2413842,2413820,2413800,2413776,2413754,2413732,2413710,2413685,14,3.3
2413864,2413842,2413820,2413800,2413776,2413754,2413732,2413710,2413685,2413666,14,3.3
2413842,2413820,2413800,2413776,2413754,2413732,2413710,2413685,2413666,2413624,14,3.4
2413820,2413800,2413776,2413754,2413732,2413710,2413685,2413666,2413624,2413602,14,3.5
2413800,2413776,2413754,2413732,2413710,2413685,2413666,2413624,2413602,2413582,14,3.6
2413776,2413754,2413732,2413710,2413685,2413666,2413624,2413602,2413582,2413558,14,3.7
2413754,2413732,2413710,2413685,2413666,2413624,2413602,2413582,2413558,2413533,14,3.8
2413732,2413710,2413685,2413666,2413624,2413602,2413582,2413558,2413533,2413511,14,3.9
2413710,2413685,2413666,2413624,2413602,2413582,2413558,2413533,2413511,2413492,14,4.0
2413685,2413666,2413624,2413602,2413582,2413558,2413533,2413511,2413492,2413470,14,4.0
2413666,2413624,2413602,2413582,2413558,2413533,2413511,2413492,2413470,2413448,14,4.0
2413624,2413602,2413582,2413558,2413533,2413511,2413492,2413470,2413448,2413428,14,4.0
2413602,2413582,2413558,2413533,2413511,2413492,2413470,2413448,2413428,2413404,14,4.0
2413582,2413558,2413533,2413511,2413492,2413470,2413448,2413428,2413404,2413384,14,4.0
2413558,2413533,2413511,2413492,2413470,2413448,2413428,2413404,2413384,2413340,14,4.0
2413533,2413511,2413492,2413470,2413448,2413428,2413404,2413384,2413340,2413318,14,4.0
2413511,2413492,2413470,2413448,2413428,2413404,2413384,2413340,2413318,2413296,14,4.0
2413492,2413470,2413448,2413428,2413404,2413384,2413340,2413318,2413296,2413274,14,4.0
2413470,2413448,2413428,2413404,2413384,2413340,2413318,2413296,2413274,2413254,14,4.0
2413448,2413428,2413404,2413384,2413340,2413318,2413296,2413274,2413254,2413232,14,4.0
2413428,2413404,2413384,2413340,2413318,2413296,2413274,2413254,2413232,2413210,14,4.0
2413404,2413384,2413340,2413318,2413296,2413274,2413254,2413232,2413210,2413189,14,4.0
2413384,2413340,2413318,2413296,2413274,2413254,2413232,2413210,2413189,2413168,14,4.0
2413340,2413318,2413296,2413274,2413254,2413232,2413210,2413189,2413168,2413148,14,4.0
2413318,2413296,2413274,2413254,2413232,2413210,2413189,2413168,2413148,2413126,14,4.0
2413296,2413274,2413254,2413232,2413210,2413189,2413168,2413148,2413126,2413105,14,4.0
2413274,2413254,2413232,2413210,2413189,2413168,2413148,2413126,2413105,2413064,14,4.0
2413254,2413232,2413210,2413189,2413168,2413148,2413126,2413105,2413064,2413043,14,4.0
2413232,2413210,2413189,2413168,2413148,2413126,2413105,2413064,2413043,2413025,14,4.0
2412925,2412905,2412887,2412865,2412845,2412825,2412785,2412765,2412747,2412727,15,4.0
2412905,2412887,2412865,2412845,2412825,2412785,2412765,2412747,2412727,2412705,15,4.0
2412887,2412865,2412845,2412825,2412785,2412765,2412747,2412727,2412705,2412685,15,4.0
2412865,2412845,2412825,2412785,2412765,2412747,2412727,2412705,2412685,2412645,15,4.0
2412845,2412825,2412785,2412765,2412747,2412727,2412705,2412685,2412645,2412627,15,4.0
2412825,2412785,2412765,2412747,2412727,2412705,2412685,2412645,2412627,2412605,15,4.0
2412785,2412765,2412747,2412727,2412705,2412685,2412645,2412627,2412605,2412585,15,4.0
2412765,2412747,2412727,2412705,2412685,2412645,2412627,2412605,2412585,2412565,15,4.0
2412747,2412727,2412705,2412685,2412645,2412627,2412605,2412585,2412565,2412545,15,4.0
2412727,2412705,2412685,2412645,2412627,2412605,2412585,2412565,2412545,2412505,15,4.0
2412705,2412685,2412645,2412627,2412605,2412585,2412565,2412545,2412505,2412485,15,4.0
2412685,2412645,2412627,2412605,2412585,2412565,2412545,2412505,2412485,2412467,15,4.0
2412645,2412627,2412605,2412585,2412565,2412545,2412505,2412485,2412467,2412445,15,4.0
2412627,2412605,2412585,2412565,2412545,2412505,2412485,2412467,2412445,2412425,15,4.0
2412605,2412585,2412565,2412545,2412505,2412485,2412467,2412445,2412425,2412405,15,4.0
2412585,2412565,2412545,2412505,2412485,2412467,2412445,2412425,2412405,2412365,15,3.9
2412565,2412545,2412505,2412485,2412467,2412445,2412425,2412405,2412365,2412345,15,3.8
2412545,2412505,2412485,2412467,2412445,2412425,2412405,2412365,2412345,2412327,15,3.7
2412505,2412485,2412467,2412445,2412425,2412405,2412365,2412345,2412327,2412305,15,3.6
2412485,2412467,2412445,2412425,2412405,2412365,2412345,2412327,2412305,2412285,15,3.5
2412467,2412445,2412425,2412405,2412365,2412345,2412327,2412305,2412285,2412267,15,3.4
2412445,2412425,2412405,2412365,2412345,2412327,2412305,2412285,2412267,2412225,15,3.3
2412425,2412405,2412365,2412345,2412327,2412305,2412285,2412267,2412225,2412205,15,3.2
2408259,2408237,2408217,2408197,2408179,2408157,2408137,2408119,2408096,2408056,18,4.0
2408237,2408217,2408197,2408179,2408157,2408137,2408119,2408096,2408056,2408035,18,4.0
2408217,2408197,2408179,2408157,2408137,2408119,2408096,2408056,2408035,2408015,18,4.0
2408197,2408179,2408157,2408137,2408119,2408096,2408056,2408035,2408015,2407995,18,4.0
2408179,2408157,2408137,2408119,2408096,2408056,2408035,2408015,2407995,2407974,18,4.0
2408157,2408137,2408119,2408096,2408056,2408035,2408015,2407995,2407974,2407954,18,4.0
2408137,2408119,2408096,2408056,2408035,2408015,2407995,2407974,2407954,2407934,18,4.0
2408119,2408096,2408056,2408035,2408015,2407995,2407974,2407954,2407934,2407914,18,4.0
2408096,2408056,2408035,2408015,2407995,2407974,2407954,2407934,2407914,2407894,18,4.0
2408056,2408035,2408015,2407995,2407974,2407954,2407934,2407914,2407894,2407874,18,4.0
2408035,2408015,2407995,2407974,2407954,2407934,2407914,2407894,2407874,2407854,18,4.0
2408015,2407995,2407974,2407954,2407934,2407914,2407894,2407874,2407854,2407834,18,4.0
2407995,2407974,2407954,2407934,2407914,2407894,2407874,2407854,2407834,2407793,18,4.0
2407974,2407954,2407934,2407914,2407894,2407874,2407854,2407834,2407793,2407773,18,4.0
2407954,2407934,2407914,2407894,2407874,2407854,2407834,2407793,2407773,2407755,18,4.0
2407934,2407914,2407894,2407874,2407854,2407834,2407793,2407773,2407755,2407733,18,4.0
2407914,2407894,2407874,2407854,2407834,2407793,2407773,2407755,2407733,2407713,18,4.0
2407894,2407874,2407854,2407834,2407793,2407773,2407755,2407733,2407713,2407693,18,4.0
2407874,2407854,2407834,2407793,2407773,2407755,2407733,2407713,2407693,2407673,18,4.0
2407854,2407834,2407793,2407773,2407755,2407733,2407713,2407693,2407673,2407653,18,4.0
2407834,2407793,2407773,2407755,2407733,2407713,2407693,2407673,2407653,2407632,18,4.0
2407793,2407773,2407755,2407733,2407713,2407693,2407673,2407653,2407632,2407612,18,4.0
2407773,2407755,2407733,2407713,2407693,2407673,2407653,2407632,2407612,2407592,18,4.0
2407755,2407733,2407713,2407693,2407673,2407653,2407632,2407612,2407592,2407572,18,4.0
2407733,2407713,2407693,2407673,2407653,2407632,2407612,2407592,2407572,2407534,18,4.0
2407713,2407693,2407673,2407653,2407632,2407612,2407592,2407572,2407534,2407511,18,4.0
2407693,2407673,2407653,2407632,2407612,2407592,2407572,2407534,2407511,2407490,18,4.0
2407673,2407653,2407632,2407612,2407592,2407572,2407534,2407511,2407490,2407469,18,4.0
2407653,2407632,2407612,2407592,2407572,2407534,2407511,2407490,2407469,2407448,18,4.0
2407632,2407612,2407592,2407572,2407534,2407511,2407490,2407469,2407448,2407427,18,4.0
2407612,2407592,2407572,2407534,2407511,2407490,2407469,2407448,2407427,2407407,18,4.0
2407592,2407572,2407534,2407511,2407490,2407469,2407448,2407427,2407407,2407389,18,4.0
2407572,2407534,2407511,2407490,2407469,2407448,2407427,2407407,2407389,2407367,18,4.0
2407534,2407511,2407490,2407469,2407448,2407427,2407407,2407389,2407367,2407347,18,4.0
2407511,2407490,2407469,2407448,2407427,2407407,2407389,2407367,2407347,2407327,18,4.0
2407490,2407469,2407448,2407427,2407407,2407389,2407367,2407347,2407327,2407306,18,4.0
2407469,2407448,2407427,2407407,2407389,2407367,2407347,2407327,2407306,2407268,18,4.0
2407448,2407427,2407407,2407389,2407367,2407347,2407327,2407306,2407268,2407248,18,4.0
2407427,2407407,2407389,2407367,2407347,2407327,2407306,2407268,2407248,2407228,18,4.0
2407407,2407389,2407367,2407347,2407327,2407306,2407268,2407248,2407228,2407208,18,4.0
2407389,2407367,2407347,2407327,2407306,2407268,2407248,2407228,2407208,2407188,18,4.0
2407367,2407347,2407327,2407306,2407268,2407248,2407228,2407208,2407188,2407168,18,4.0
2407347,2407327,2407306,2407268,2407248,2407228,2407208,2407188,2407168,2407128,18,3.9
2407327,2407306,2407268,2407248,2407228,2407208,2407188,2407168,2407128,2407108,18,3.9
2407306,2407268,2407248,2407228,2407208,2407188,2407168,2407128,2407108,2407088,18,3.9
2407268,2407248,2407228,2407208,2407188,2407168,2407128,2407108,2407088,2407070,18,3.9
2407248,2407228,2407208,2407188,2407168,2407128,2407108,2407088,2407070,2407048,18,3.9
2407228,2407208,2407188,2407168,2407128,2407108,2407088,2407070,2407048,2407028,18,3.9
2407208,2407188,2407168,2407128,2407108,2407088,2407070,2407048,2407028,2406988,18,3.9
2407188,2407168,2407128,2407108,2407088,2407070,2407048,2407028,2406988,2406968,18,3.9
2407168,2407128,2407108,2407088,2407070,2407048,2407028,2406988,2406968,2406948,18,3.9
2407128,2407108,2407088,2407070,2407048,2407028,2406988,2406968,2406948,2406930,18,3.9
2407108,2407088,2407070,2407048,2407028,2406988,2406968,2406948,2406930,2406908,18,4.0
2407088,2407070,2407048,2407028,2406988,2406968,2406948,2406930,2406908,2406888,18,4.0
2407070,2407048,2407028,2406988,2406968,2406948,2406930,2406908,2406888,2406848,18,4.0
2407048,2407028,2406988,2406968,2406948,2406930,2406908,2406888,2406848,2406828,18,4.0
2407028,2406988,2406968,2406948,2406930,2406908,2406888,2406848,2406828,2406808,18,4.0
2406988,2406968,2406948,2406930,2406908,2406888,2406848,2406828,2406808,2406788,18,4.0
2406968,2406948,2406930,2406908,2406888,2406848,2406828,2406808,2406788,2406768,18,4.0
2406948,2406930,2406908,2406888,2406848,2406828,2406808,2406788,2406768,2406748,18,4.0
2406930,2406908,2406888,2406848,2406828,2406808,2406788,2406768,2406748,2406708,18,4.0
2406908,2406888,2406848,2406828,2406808,2406788,2406768,2406748,2406708,2406688,18,4.0
2406888,2406848,2406828,2406808,2406788,2406768,2406748,2406708,2406688,2406668,18,4.0
2406848,2406828,2406808,2406788,2406768,2406748,2406708,2406688,2406668,2406648,18,4.0
2406828,2406808,2406788,2406768,2406748,2406708,2406688,2406668,2406648,2406628,18,4.0
2406808,2406788,2406768,2406748,2406708,2406688,2406668,2406648,2406628,2406608,18,4.0
2406788,2406768,2406748,2406708,2406688,2406668,2406648,2406628,2406608,2406568,18,4.0
2406768,2406748,2406708,2406688,2406668,2406648,2406628,2406608,2406568,2406550,18,4.0
2406748,2406708,2406688,2406668,2406648,2406628,2406608,2406568,2406550,2406525,18,4.0
2406708,2406688,2406668,2406648,2406628,2406608,2406568,2406550,2406525,2406506,18,4.0
2406688,2406668,2406648,2406628,2406608,2406568,2406550,2406525,2406506,2406486,18,4.0
2406668,2406648,2406628,2406608,2406568,2406550,2406525,2406506,2406486,2406465,18,4.0
2406648,2406628,2406608,2406568,2406550,2406525,2406506,2406486,2406465,2406448,18,4.0
2406628,2406608,2406568,2406550,2406525,2406506,2406486,2406465,2406448,2406426,18,4.0
2406608,2406568,2406550,2406525,2406506,2406486,2406465,2406448,2406426,2406388,18,4.0
2406568,2406550,2406525,2406506,2406486,2406465,2406448,2406426,2406388,2406366,18,4.0
2406550,2406525,2406506,2406486,2406465,2406448,2406426,2406388,2406366,2406346,18,4.0
2406525,2406506,2406486,2406465,2406448,2406426,2406388,2406366,2406346,2406328,18,4.0
2406506,2406486,2406465,2406448,2406426,2406388,2406366,2406346,2406328,2406308,18,4.0
2406486,2406465,2406448,2406426,2406388,2406366,2406346,2406328,2406308,2406286,18,4.0
2406465,2406448,2406426,2406388,2406366,2406346,2406328,2406308,2406286,2406270,18,4.0
2406448,2406426,2406388,2406366,2406346,2406328,2406308,2406286,2406270,2406248,18,4.0
2406426,2406388,2406366,2406346,2406328,2406308,2406286,2406270,2406248,2406208,18,4.0
2406388,2406366,2406346,2406328,2406308,2406286,2406270,2406248,2406208,2406188,18,4.0
2406366,2406346,2406328,2406308,2406286,2406270,2406248,2406208,2406188,2406168,18,4.0
2406346,2406328,2406308,2406286,2406270,2406248,2406208,2406188,2406168,2406146,18,4.0
2406328,2406308,2406286,2406270,2406248,2406208,2406188,2406168,2406146,2406126,18,4.0
2406308,2406286,2406270,2406248,2406208,2406188,2406168,2406146,2406126,2406106,18,4.0
2406286,2406270,2406248,2406208,2406188,2406168,2406146,2406126,2406106,2406088,18,4.0
2406270,2406248,2406208,2406188,2406168,2406146,2406126,2406106,2406088,2406066,18,4.0
2406248,2406208,2406188,2406168,2406146,2406126,2406106,2406088,2406066,2406046,18,4.0
2406208,2406188,2406168,2406146,2406126,2406106,2406088,2406066,2406046,2406008,18,4.0
2406188,2406168,2406146,2406126,2406106,2406088,2406066,2406046,2406008,2405988,18,4.0
2406168,2406146,2406126,2406106,2406088,2406066,2406046,2406008,2405988,2405968,18,4.0
2406146,2406126,2406106,2406088,2406066,2406046,2406008,2405988,2405968,2405948,18,4.0
2406126,2406106,2406088,2406066,2406046,2406008,2405988,2405968,2405948,2405928,18,4.0
2406106,2406088,2406066,2406046,2406008,2405988,2405968,2405948,2405928,2405908,18,4.0
2406088,2406066,2406046,2406008,2405988,2405968,2405948,2405928,2405908,2405868,18,4.0
2406066,2406046,2406008,2405988,2405968,2405948,2405928,2405908,2405868,2405848,18,3.9
2406046,2406008,2405988,2405968,2405948,2405928,2405908,2405868,2405848,2405828,18,3.8
2406008,2405988,2405968,2405948,2405928,2405908,2405868,2405848,2405828,2405808,18,3.7
2405988,2405968,2405948,2405928,2405908,2405868,2405848,2405828,2405808,2405788,18,3.6
2405968,2405948,2405928,2405908,2405868,2405848,2405828,2405808,2405788,2405768,18,3.4
2405948,2405928,2405908,2405868,2405848,2405828,2405808,2405788,2405768,2405728,18,3.2
2402962,2402922,2402902,2402882,2402862,2402844,2402822,2402782,2402764,2402742,21,3.1
2402922,2402902,2402882,2402862,2402844,2402822,2402782,2402764,2402742,2402722,21,3.5
2402902,2402882,2402862,2402844,2402822,2402782,2402764,2402742,2402722,2402702,21,3.8
2402882,2402862,2402844,2402822,2402782,2402764,2402742,2402722,2402702,2402682,21,3.9
2402862,2402844,2402822,2402782,2402764,2402742,2402722,2402702,2402682,2402644,21,4.0
2402844,2402822,2402782,2402764,2402742,2402722,2402702,2402682,2402644,2402622,21,4.0
2402822,2402782,2402764,2402742,2402722,2402702,2402682,2402644,2402622,2402602,21,4.0
2402782,2402764,2402742,2402722,2402702,2402682,2402644,2402622,2402602,2402582,21,4.0
2402764,2402742,2402722,2402702,2402682,2402644,2402622,2402602,2402582,2402564,21,4.0
2402742,2402722,2402702,2402682,2402644,2402622,2402602,2402582,2402564,2402542,21,4.0
2402722,2402702,2402682,2402644,2402622,2402602,2402582,2402564,2402542,2402502,21,4.0
2402702,2402682,2402644,2402622,2402602,2402582,2402564,2402542,2402502,2402484,21,4.0
2402682,2402644,2402622,2402602,2402582,2402564,2402542,2402502,2402484,2402464,21,4.0
2402644,2402622,2402602,2402582,2402564,2402542,2402502,2402484,2402464,2402442,21,4.0
2402622,2402602,2402582,2402564,2402542,2402502,2402484,2402464,2402442,2402422,21,4.0
2402602,2402582,2402564,2402542,2402502,2402484,2402464,2402442,2402422,2402404,21,4.0
2402582,2402564,2402542,2402502,2402484,2402464,2402442,2402422,2402404,2402362,21,4.0
2402564,2402542,2402502,2402484,2402464,2402442,2402422,2402404,2402362,2402339,21,4.0
2402542,2402502,2402484,2402464,2402442,2402422,2402404,2402362,2402339,2402322,21,4.0
2402502,2402484,2402464,2402442,2402422,2402404,2402362,2402339,2402322,2402302,21,4.0
2402484,2402464,2402442,2402422,2402404,2402362,2402339,2402322,2402302,2402282,21,4.0
2402464,2402442,2402422,2402404,2402362,2402339,2402322,2402302,2402282,2402264,21,4.0
2402442,2402422,2402404,2402362,2402339,2402322,2402302,2402282,2402264,2402222,21,4.0
2402422,2402404,2402362,2402339,2402322,2402302,2402282,2402264,2402222,2402202,21,4.0
2402404,2402362,2402339,2402322,2402302,2402282,2402264,2402222,2402202,2402184,21,4.0
2402362,2402339,2402322,2402302,2402282,2402264,2402222,2402202,2402184,2402162,21,4.0
2402339,2402322,2402302,2402282,2402264,2402222,2402202,2402184,2402162,2402144,21,4.0
2402322,2402302,2402282,2402264,2402222,2402202,2402184,2402162,2402144,2402122,21,4.0
2402302,2402282,2402264,2402222,2402202,2402184,2402162,2402144,2402122,2402082,21,4.0
2402282,2402264,2402222,2402202,2402184,2402162,2402144,2402122,2402082,2402062,21,4.0
2402264,2402222,2402202,2402184,2402162,2402144,2402122,2402082,2402062,2402042,21,4.0
2402222,2402202,2402184,2402162,2402144,2402122,2402082,2402062,2402042,2402022,21,4.0
2402202,2402184,2402162,2402144,2402122,2402082,2402062,2402042,2402022,2402002,21,4.0
2402184,2402162,2402144,2402122,2402082,2402062,2402042,2402022,2402002,2401982,21,4.0
2402162,2402144,2402122,2402082,2402062,2402042,2402022,2402002,2401982,2401960,21,4.0
2402144,2402122,2402082,2402062,2402042,2402022,2402002,2401982,2401960,2401920,21,4.0
2402122,2402082,2402062,2402042,2402022,2402002,2401982,2401960,2401920,2401900,21,4.0
